Start time          	End time            	Location	Type		Place
2012-11-28 23:58:28		2012-11-29 00:00:03		Basin		PIR			Bathroom
2012-11-29 00:00:33		2012-11-29 00:00:38		Door		PIR			Bedroom
2012-11-29 00:01:13		2012-11-29 00:58:22		Bed			Pressure	Bedroom
2012-11-29 00:58:41		2012-11-29 00:58:45		Door		PIR			Bedroom
2012-11-29 00:58:46		2012-11-29 00:59:04		Basin		PIR			Bathroom
2012-11-29 00:59:49		2012-11-29 00:59:53		Door		PIR			Bedroom
2012-11-29 01:00:07		2012-11-29 09:34:17		Bed			Pressure	Bedroom
2012-11-29 09:35:26		2012-11-29 09:35:28		Door		PIR			Bedroom
2012-11-29 09:36:30		2012-11-29 09:36:33		Door		PIR			Living
2012-11-29 09:38:03		2012-11-29 09:38:06		Door		PIR			Living
2012-11-29 09:38:45		2012-11-29 09:38:47		Door		PIR			Kitchen
2012-11-29 09:41:08		2012-11-29 09:41:10		Fridge		Magnetic	Kitchen
2012-11-29 09:41:33		2012-11-29 09:41:35		Fridge		Magnetic	Kitchen
2012-11-29 09:42:59		2012-11-29 09:43:03		Fridge		Magnetic	Kitchen
2012-11-29 09:45:22		2012-11-29 09:45:29		Door		PIR			Kitchen
2012-11-29 09:45:44		2012-11-29 09:45:48		Door		PIR			Bedroom
2012-11-29 09:49:14		2012-11-29 09:49:18		Door		PIR			Bedroom
2012-11-29 09:50:32		2012-11-29 09:56:53		Toilet		Flush		Bathroom
2012-11-29 09:52:57		2012-11-29 09:52:59		Door		PIR			Kitchen
2012-11-29 09:54:10		2012-11-29 09:54:13		Door		PIR			Kitchen
2012-11-29 09:55:28		2012-11-29 09:55:31		Door		PIR			Living
2012-11-29 09:55:51		2012-11-29 09:55:54		Door		PIR			Living
2012-11-29 10:02:07		2012-11-29 10:02:11		Door		PIR			Bedroom
2012-11-29 10:02:25		2012-11-29 10:02:29		Door		PIR			Bedroom
2012-11-29 10:04:10		2012-11-29 10:04:34		Basin		PIR			Bathroom
2012-11-29 10:04:46		2012-11-29 10:04:49		Door		PIR			Living
2012-11-29 10:05:28		2012-11-29 10:05:31		Door		PIR			Living
2012-11-29 10:05:54		2012-11-29 10:06:36		Basin		PIR			Bathroom
2012-11-29 10:07:42		2012-11-29 10:07:45		Door		PIR			Bedroom
2012-11-29 10:14:48		2012-11-29 10:14:51		Door		PIR			Bedroom
2012-11-29 10:15:12		2012-11-29 10:20:43		Basin		PIR			Bathroom
2012-11-29 10:23:45		2012-11-29 10:23:49		Door		PIR			Living
2012-11-29 10:29:36		2012-11-29 10:29:38		Door		PIR			Living
2012-11-29 10:30:13		2012-11-29 10:31:17		Basin		PIR			Bathroom
2012-11-29 10:34:49		2012-11-29 10:36:06		Toilet		Flush		Bathroom
2012-11-29 10:38:03		2012-11-29 10:38:07		Door		PIR			Bedroom
2012-11-29 10:42:13		2012-11-29 10:42:15		Door		PIR			Bedroom
2012-11-29 10:45:46		2012-11-29 10:45:50		Maindoor	Magnetic	Entrance
2012-11-29 13:39:54		2012-11-29 13:39:59		Maindoor	Magnetic	Entrance
2012-11-29 13:40:20		2012-11-29 13:40:22		Door		PIR			Living
2012-11-29 13:40:31		2012-11-29 13:40:34		Door		PIR			Living
2012-11-29 13:41:08		2012-11-29 13:41:12		Door		PIR			Bedroom
2012-11-29 13:46:09		2012-11-29 13:46:12		Door		PIR			Bedroom
2012-11-29 13:48:28		2012-11-29 13:48:30		Door		PIR			Kitchen
2012-11-29 13:52:40		2012-11-29 13:52:42		Door		PIR			Kitchen
2012-11-29 13:53:17		2012-11-29 13:53:20		Door		PIR			Living
2012-11-29 13:53:51		2012-11-29 13:53:54		Door		PIR			Living
2012-11-29 13:54:11		2012-11-29 13:54:14		Door		PIR			Kitchen
2012-11-29 14:12:25		2012-11-29 14:12:35		Fridge		Magnetic	Kitchen
2012-11-29 14:19:51		2012-11-29 14:19:53		Door		PIR			Kitchen
2012-11-29 14:20:06		2012-11-29 14:20:09		Door		PIR			Living
2012-11-29 14:23:10		2012-11-29 14:23:13		Door		PIR			Living
2012-11-29 14:24:01		2012-11-29 14:24:08		Door		PIR			Bedroom
2012-11-29 14:26:54		2012-11-29 14:26:57		Door		PIR			Bedroom
2012-11-29 14:27:07		2012-11-29 14:27:13		Door		PIR			Living
2012-11-29 15:05:25		2012-11-29 15:05:28		Door		PIR			Living
2012-11-29 15:05:37		2012-11-29 15:05:39		Door		PIR			Kitchen
2012-11-29 15:07:54		2012-11-29 15:07:56		Door		PIR			Kitchen
2012-11-29 15:08:06		2012-11-29 15:08:10		Door		PIR			Living
2012-11-29 15:09:02		2012-11-29 15:31:35		Seat		Pressure	Living
2012-11-29 15:32:05		2012-11-29 15:32:18		Door		PIR			Living
2012-11-29 15:32:22		2012-11-29 15:32:25		Door		PIR			Kitchen
2012-11-29 15:40:26		2012-11-29 15:40:31		Door		PIR			Kitchen
2012-11-29 15:40:35		2012-11-29 15:40:39		Door		PIR			Living
2012-11-29 15:41:10		2012-11-29 15:41:14		Door		PIR			Living
2012-11-29 15:41:23		2012-11-29 15:41:26		Door		PIR			Kitchen
2012-11-29 15:43:45		2012-11-29 15:43:47		Door		PIR			Kitchen
2012-11-29 15:44:02		2012-11-29 15:44:04		Door		PIR			Living
2012-11-29 15:50:25		2012-11-29 15:50:29		Door		PIR			Living
2012-11-29 15:50:38		2012-11-29 15:50:40		Door		PIR			Kitchen
2012-11-29 15:50:41		2012-11-29 15:50:59		Door		PIR			Kitchen
2012-11-29 15:51:12		2012-11-29 15:51:16		Door		PIR			Living
2012-11-29 16:10:46		2012-11-29 16:10:49		Door		PIR			Living
2012-11-29 16:12:29		2012-11-29 16:18:03		Toilet		Flush		Bathroom
2012-11-29 16:12:36		2012-11-29 16:12:48		Basin		PIR			Bathroom
2012-11-29 16:13:00		2012-11-29 16:13:02		Door		PIR			Living
2012-11-29 16:13:28		2012-11-29 16:13:31		Door		PIR			Living
2012-11-29 16:13:42		2012-11-29 16:13:44		Door		PIR			Kitchen
2012-11-29 16:17:52		2012-11-29 16:17:54		Door		PIR			Kitchen
2012-11-29 16:18:16		2012-11-29 16:18:19		Door		PIR			Living
2012-11-29 16:19:01		2012-11-29 18:14:42		Seat		Pressure	Living
2012-11-29 18:15:52		2012-11-29 18:15:55		Door		PIR			Living
2012-11-29 18:16:08		2012-11-29 18:16:11		Door		PIR			Kitchen
2012-11-29 18:18:33		2012-11-29 18:18:55		Fridge		Magnetic	Kitchen
2012-11-29 18:19:51		2012-11-29 18:19:59		Door		PIR			Kitchen
2012-11-29 18:20:04		2012-11-29 18:20:10		Door		PIR			Living
2012-11-29 18:21:27		2012-11-29 18:21:31		Door		PIR			Living
2012-11-29 18:21:44		2012-11-29 18:21:46		Door		PIR			Kitchen
2012-11-29 18:33:11		2012-11-29 18:33:13		Door		PIR			Kitchen
2012-11-29 18:33:35		2012-11-29 18:33:39		Door		PIR			Living
2012-11-29 18:42:17		2012-11-29 18:42:19		Door		PIR			Living
2012-11-29 18:44:51		2012-11-29 18:44:54		Door		PIR			Living
2012-11-29 18:45:34		2012-11-29 19:35:57		Seat		Pressure	Living
2012-11-29 19:36:02		2012-11-29 19:36:04		Door		PIR			Living
2012-11-29 19:36:11		2012-11-29 19:36:14		Door		PIR			Living
2012-11-29 19:37:19		2012-11-29 20:57:26		Seat		Pressure	Living
2012-11-29 20:58:04		2012-11-29 20:58:08		Door		PIR			Living
2012-11-29 21:00:13		2012-11-29 21:01:23		Toilet		Flush		Bathroom
2012-11-29 21:01:06		2012-11-29 21:01:09		Basin		PIR			Bathroom
2012-11-29 21:01:27		2012-11-29 21:01:32		Door		PIR			Bedroom
2012-11-29 21:01:37		2012-11-29 21:01:41		Door		PIR			Bedroom
2012-11-29 21:01:48		2012-11-29 21:01:51		Door		PIR			Living
2012-11-29 21:02:43		2012-11-29 21:31:33		Seat		Pressure	Living
2012-11-29 21:32:49		2012-11-29 21:32:52		Door		PIR			Living
2012-11-29 21:33:04		2012-11-29 21:33:08		Door		PIR			Kitchen
2012-11-29 21:41:37		2012-11-29 21:41:40		Door		PIR			Kitchen
2012-11-29 21:42:07		2012-11-29 21:42:10		Door		PIR			Living
2012-11-29 21:42:26		2012-11-29 21:42:29		Door		PIR			Living
2012-11-29 21:42:39		2012-11-29 21:42:40		Door		PIR			Kitchen
2012-11-29 21:43:00		2012-11-29 21:43:02		Door		PIR			Kitchen
2012-11-29 21:43:17		2012-11-29 21:43:20		Door		PIR			Living
2012-11-29 21:59:45		2012-11-29 21:59:48		Door		PIR			Living
2012-11-29 22:00:00		2012-11-29 22:00:03		Door		PIR			Kitchen
2012-11-29 22:07:47		2012-11-29 22:07:49		Door		PIR			Kitchen
2012-11-29 22:08:00		2012-11-29 22:08:03		Door		PIR			Living
2012-11-29 22:08:56		2012-11-29 22:08:59		Door		PIR			Living
2012-11-29 22:09:09		2012-11-29 22:09:18		Door		PIR			Kitchen
2012-11-29 22:09:35		2012-11-29 22:09:38		Door		PIR			Kitchen
2012-11-29 22:09:51		2012-11-29 22:09:56		Door		PIR			Living
2012-11-29 22:25:40		2012-11-29 22:25:43		Door		PIR			Living
2012-11-29 22:26:00		2012-11-29 22:26:03		Door		PIR			Kitchen
2012-11-29 22:26:09		2012-11-29 22:26:14		Fridge		Magnetic	Kitchen
2012-11-29 22:26:22		2012-11-29 22:26:25		Door		PIR			Kitchen
2012-11-29 22:26:40		2012-11-29 22:26:43		Door		PIR			Living
2012-11-29 23:35:43		2012-11-29 23:35:46		Door		PIR			Living
2012-11-29 23:35:50		2012-11-29 23:35:53		Door		PIR			Bedroom
2012-11-29 23:37:25		2012-11-29 23:37:28		Door		PIR			Bedroom
2012-11-29 23:37:37		2012-11-29 23:37:40		Door		PIR			Living
2012-11-29 23:37:53		2012-11-29 23:37:55		Door		PIR			Living
2012-11-29 23:38:15		2012-11-29 23:38:18		Door		PIR			Kitchen
2012-11-29 23:39:31		2012-11-29 23:39:36		Door		PIR			Kitchen
2012-11-29 23:40:19		2012-11-29 23:40:23		Door		PIR			Living
2012-11-30 00:14:21		2012-11-30 00:14:23		Door		PIR			Living
2012-11-30 00:14:30		2012-11-30 00:14:32		Door		PIR			Bedroom
2012-11-30 00:18:08		2012-11-30 00:18:10		Door		PIR			Bedroom
2012-11-30 00:18:47		2012-11-30 00:18:50		Door		PIR			Living
2012-11-30 00:32:10		2012-11-30 00:32:13		Door		PIR			Living

